Name,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Offense_Total,Defense_Total,Off_Def_Ratio,Speed_Index,Bulk,Phys_Special,KMeans_label,Hierarchical_label,DBSCAN_label,Archetype
Dhelmise,70,131,100,86,90,40,217,190,1.297029702970297,0.5633802816901409,13300,45,4,1,0,Equilibrados / All-Around (3)
Jangmo-o,45,55,65,45,45,45,100,110,0.8333333333333334,0.9782608695652174,4950,10,1,2,0,Equilibrados / All-Around (2)
Hakamo-o,55,75,90,65,70,65,140,160,0.8241758241758241,1.1607142857142858,8800,10,4,1,0,Equilibrados / All-Around (3)
Kommo-o,75,110,125,100,105,85,210,230,0.873015873015873,1.118421052631579,17250,10,5,0,0,Tanques
Tapu Koko,70,115,85,95,75,130,210,160,1.3372093023255813,1.8309859154929577,11200,20,2,0,0,Velocistas Ofensivos (1)
Tapu Lele,70,85,75,130,115,95,215,190,1.118421052631579,1.3380281690140845,13300,-45,0,0,0,Equilibrados / All-Around (1)
Tapu Bulu,70,130,115,85,95,75,215,210,1.1206896551724137,1.056338028169014,14700,45,4,1,0,Equilibrados / All-Around (3)
Tapu Fini,70,75,115,95,130,85,170,245,0.646551724137931,1.1971830985915493,17150,-20,4,0,0,Equilibrados / All-Around (3)
Cosmog,43,29,31,29,31,37,58,62,0.90625,0.8409090909090909,2666,0,1,2,0,Equilibrados / All-Around (2)
Cosmoem,43,29,131,29,131,37,58,262,0.2196969696969697,0.8409090909090909,11266,0,4,1,0,Equilibrados / All-Around (3)
Solgaleo,137,137,107,113,89,97,250,196,1.2685185185185186,0.7028985507246377,26852,24,5,0,0,Tanques
Lunala,137,113,89,137,107,97,250,196,1.2555555555555555,0.7028985507246377,26852,-24,5,0,0,Tanques
Nihilego,109,53,47,127,131,103,180,178,1.1041666666666667,0.9363636363636364,19402,-74,0,0,0,Equilibrados / All-Around (1)
Buzzwole,107,139,139,53,53,79,192,192,0.9928571428571429,0.7314814814814815,20544,86,4,1,0,Equilibrados / All-Around (3)
Pheromosa,71,137,37,137,37,151,274,74,3.6052631578947367,2.0972222222222223,5254,0,2,5,-1,Velocistas Ofensivos (1)
Xurkitree,83,89,71,173,71,83,262,142,1.2361111111111112,0.9880952380952381,11786,-84,0,0,0,Equilibrados / All-Around (1)
Celesteela,97,101,103,107,101,61,208,204,0.9711538461538461,0.6224489795918368,19788,-6,5,1,0,Tanques
Kartana,59,181,131,59,31,109,240,162,1.371212121212121,1.8166666666666667,9558,122,2,1,-1,Velocistas Ofensivos (1)
Guzzlord,223,101,53,97,53,43,198,106,1.8703703703703705,0.19196428571428573,23638,4,2,1,0,Velocistas Ofensivos (1)
Necrozma,97,107,101,127,89,79,234,190,1.0490196078431373,0.8061224489795918,18430,-20,5,0,0,Tanques
Necrozma,97,157,127,113,109,77,270,236,1.2265625,0.7857142857142857,22892,44,5,1,0,Tanques
Necrozma,97,113,109,157,127,77,270,236,1.0272727272727273,0.7857142857142857,22892,-44,5,0,0,Tanques
Necrozma,97,167,97,167,97,129,334,194,1.7040816326530612,1.316326530612245,18818,0,5,0,0,Tanques
Magearna,80,95,115,130,115,65,225,230,0.8189655172413793,0.8024691358024691,18400,-35,5,0,0,Tanques
Marshadow,90,125,80,90,90,125,215,170,1.5432098765432098,1.3736263736263736,15300,35,2,1,0,Velocistas Ofensivos (1)
Poipole,67,73,67,73,67,73,146,134,1.0735294117647058,1.0735294117647058,8978,0,1,3,0,Equilibrados / All-Around (2)
Naganadel,73,73,73,127,73,121,200,146,0.9864864864864865,1.635135135135135,10658,-54,0,0,0,Equilibrados / All-Around (1)
Stakataka,61,131,211,53,101,13,184,312,0.6179245283018868,0.20967741935483872,19032,78,4,1,0,Equilibrados / All-Around (3)
Blacephalon,53,127,53,151,79,107,278,132,2.3518518518518516,1.9814814814814814,6996,-24,2,5,0,Velocistas Ofensivos (1)
Zeraora,88,112,75,102,80,143,214,155,1.4736842105263157,1.6067415730337078,13640,10,2,0,0,Velocistas Ofensivos (1)
Meltan,46,65,65,55,35,34,120,100,0.9848484848484849,0.723404255319149,4600,10,1,2,0,Equilibrados / All-Around (2)
Melmetal,135,143,143,80,65,34,223,208,0.9930555555555556,0.25,28080,63,4,1,0,Equilibrados / All-Around (3)
Meowth,50,65,55,40,40,40,105,95,1.1607142857142858,0.7843137254901961,4750,25,1,2,0,Equilibrados / All-Around (2)
Growlithe,60,75,45,65,50,55,140,95,1.6304347826086956,0.9016393442622951,5700,10,1,2,0,Equilibrados / All-Around (2)
Arcanine,95,115,80,95,80,90,210,160,1.4197530864197532,0.9375,15200,20,2,0,0,Velocistas Ofensivos (1)
Slowbro,95,100,95,100,70,30,200,165,1.0416666666666667,0.3125,15675,0,4,1,0,Equilibrados / All-Around (3)
Farfetch'd,52,95,55,58,62,55,153,117,1.6964285714285714,1.0377358490566038,6084,37,2,2,0,Velocistas Ofensivos (1)
Mr. Mime,50,65,65,90,90,100,155,155,0.9848484848484849,1.9607843137254901,7750,-25,0,3,0,Equilibrados / All-Around (1)
Articuno,90,85,85,125,100,95,210,185,0.9883720930232558,1.043956043956044,16650,-40,0,0,0,Equilibrados / All-Around (1)
Zapdos,90,125,90,85,90,100,210,180,1.3736263736263736,1.098901098901099,16200,40,2,1,0,Velocistas Ofensivos (1)
Moltres,90,85,90,100,125,90,185,215,0.9340659340659341,0.989010989010989,19350,-15,0,0,0,Equilibrados / All-Around (1)
Typhlosion,73,84,78,119,85,95,203,163,1.0632911392405062,1.2837837837837838,11899,-35,0,0,0,Equilibrados / All-Around (1)
Slowking,95,65,80,110,110,30,175,190,0.8024691358024691,0.3125,18050,-45,0,0,0,Equilibrados / All-Around (1)
Corsola,60,55,100,65,100,30,120,200,0.5445544554455446,0.4918032786885246,12000,-10,4,1,0,Equilibrados / All-Around (3)
Dialga,100,100,120,150,120,90,250,240,0.8264462809917356,0.8910891089108911,24000,-50,5,0,0,Tanques
Palkia,90,100,100,150,120,120,250,220,0.9900990099009901,1.3186813186813187,19800,-50,5,0,0,Tanques
Samurott,90,108,80,100,65,85,208,145,1.3333333333333333,0.9340659340659341,13050,8,2,0,0,Velocistas Ofensivos (1)
Lilligant,70,105,75,50,75,105,155,150,1.381578947368421,1.4788732394366197,10500,55,2,5,0,Velocistas Ofensivos (1)
Darmanitan,105,160,55,30,55,135,190,110,2.857142857142857,1.2735849056603774,11550,130,2,5,0,Velocistas Ofensivos (1)
Yamask,38,55,85,30,65,30,85,150,0.6395348837209303,0.7692307692307693,5700,25,1,2,0,Equilibrados / All-Around (2)
Zorua,35,60,40,85,40,70,145,80,1.4634146341463414,1.9444444444444444,2800,-25,1,3,0,Equilibrados / All-Around (2)
Zoroark,55,100,60,125,60,110,225,120,1.639344262295082,1.9642857142857142,6600,-25,2,3,0,Velocistas Ofensivos (1)
Stunfisk,109,81,99,66,84,32,147,183,0.81,0.2909090909090909,19947,15,4,1,0,Equilibrados / All-Around (3)
Braviary,110,83,70,112,70,65,195,140,1.1690140845070423,0.5855855855855856,15400,-29,0,0,0,Equilibrados / All-Around (1)
Sliggoo,58,75,83,83,113,40,158,196,0.8928571428571429,0.6779661016949152,11368,-8,4,1,0,Equilibrados / All-Around (3)
Goodra,80,100,100,110,150,60,210,250,0.9900990099009901,0.7407407407407407,20000,-10,5,0,0,Tanques
Avalugg,95,127,184,34,36,38,161,220,0.6864864864864865,0.3958333333333333,20900,93,4,1,0,Equilibrados / All-Around (3)
Decidueye,88,112,80,95,95,60,207,175,1.382716049382716,0.6741573033707865,15400,17,2,0,0,Velocistas Ofensivos (1)
Grookey,50,65,50,40,40,65,105,90,1.2745098039215685,1.2745098039215685,4500,25,1,2,0,Equilibrados / All-Around (2)
Thwackey,70,85,70,55,60,80,140,130,1.1971830985915493,1.1267605633802817,9100,30,2,3,0,Velocistas Ofensivos (1)
Rillaboom,100,125,90,60,70,85,185,160,1.3736263736263736,0.8415841584158416,16000,65,2,1,0,Velocistas Ofensivos (1)
Scorbunny,50,71,40,40,40,69,111,80,1.7317073170731707,1.3529411764705883,4000,31,1,2,0,Equilibrados / All-Around (2)
Raboot,65,86,60,55,60,94,141,120,1.4098360655737705,1.4242424242424243,7800,31,2,3,0,Velocistas Ofensivos (1)
Cinderace,80,116,75,65,75,119,181,150,1.5263157894736843,1.4691358024691359,12000,51,2,5,0,Velocistas Ofensivos (1)
Sobble,50,40,40,70,40,70,110,80,0.975609756097561,1.3725490196078431,4000,-30,1,2,0,Equilibrados / All-Around (2)
Drizzile,65,60,55,95,55,90,155,110,1.0714285714285714,1.3636363636363635,7150,-35,0,3,0,Equilibrados / All-Around (1)
Inteleon,70,85,65,125,65,120,210,130,1.2878787878787878,1.6901408450704225,9100,-40,0,3,0,Equilibrados / All-Around (1)
Skwovet,70,55,55,35,35,25,90,90,0.9821428571428571,0.352112676056338,6300,20,1,2,0,Equilibrados / All-Around (2)
Greedent,120,95,95,55,75,20,150,170,0.9895833333333334,0.1652892561983471,20400,40,4,1,0,Equilibrados / All-Around (3)
Rookidee,38,47,35,33,35,57,80,70,1.3055555555555556,1.4615384615384615,2660,14,1,2,0,Equilibrados / All-Around (2)
Corvisquire,68,67,55,43,55,77,110,110,1.1964285714285714,1.1159420289855073,7480,24,1,2,0,Equilibrados / All-Around (2)
Corviknight,98,87,105,53,85,67,140,190,0.8207547169811321,0.6767676767676768,18620,34,4,1,0,Equilibrados / All-Around (3)
Blipbug,25,20,20,25,45,45,45,65,0.9523809523809523,1.7307692307692308,1625,-5,1,2,0,Equilibrados / All-Around (2)
Dottler,50,35,80,50,90,30,85,170,0.43209876543209874,0.5882352941176471,8500,-15,1,2,0,Equilibrados / All-Around (2)
Orbeetle,60,45,110,80,120,90,125,230,0.40540540540540543,1.4754098360655739,13800,-35,0,3,0,Equilibrados / All-Around (1)
Nickit,40,28,28,47,52,50,75,80,0.9655172413793104,1.2195121951219512,3200,-19,1,2,0,Equilibrados / All-Around (2)
Thievul,70,58,58,87,92,90,145,150,0.9830508474576272,1.267605633802817,10500,-29,0,3,0,Equilibrados / All-Around (1)
Gossifleur,40,40,60,40,60,10,80,120,0.6557377049180327,0.24390243902439024,4800,0,1,2,0,Equilibrados / All-Around (2)
Eldegoss,60,50,90,80,120,60,130,210,0.5494505494505495,0.9836065573770492,12600,-30,0,1,0,Equilibrados / All-Around (1)
Wooloo,42,40,55,40,45,48,80,100,0.7142857142857143,1.1162790697674418,4200,0,1,2,0,Equilibrados / All-Around (2)
Dubwool,72,80,100,60,90,88,140,190,0.7920792079207921,1.2054794520547945,13680,20,4,1,0,Equilibrados / All-Around (3)
Chewtle,50,64,50,38,38,44,102,88,1.2549019607843137,0.8627450980392157,4400,26,1,2,0,Equilibrados / All-Around (2)
Drednaw,90,115,90,48,68,74,163,158,1.2637362637362637,0.8131868131868132,14220,67,2,1,0,Velocistas Ofensivos (1)
Yamper,59,45,50,40,50,26,85,100,0.8823529411764706,0.43333333333333335,5900,5,1,2,0,Equilibrados / All-Around (2)
Boltund,69,90,60,90,60,121,180,120,1.4754098360655739,1.7285714285714286,8280,0,2,3,0,Velocistas Ofensivos (1)
Rolycoly,30,40,50,40,50,30,80,100,0.7843137254901961,0.967741935483871,3000,0,1,2,0,Equilibrados / All-Around (2)
Carkol,80,60,90,60,70,50,120,160,0.6593406593406593,0.6172839506172839,12800,0,4,1,0,Equilibrados / All-Around (3)
Coalossal,110,80,120,80,90,30,160,210,0.6611570247933884,0.2702702702702703,23100,0,4,1,0,Equilibrados / All-Around (3)
Applin,40,40,80,40,40,20,80,120,0.49382716049382713,0.4878048780487805,4800,0,1,2,0,Equilibrados / All-Around (2)
Flapple,70,110,80,95,60,70,205,140,1.3580246913580247,0.9859154929577465,9800,15,2,0,0,Velocistas Ofensivos (1)
Appletun,110,85,80,100,80,30,185,160,1.0493827160493827,0.2702702702702703,17600,-15,4,0,0,Equilibrados / All-Around (3)
Silicobra,52,57,75,35,50,46,92,125,0.75,0.8679245283018868,6500,22,1,2,0,Equilibrados / All-Around (2)
Sandaconda,72,107,125,65,70,71,172,195,0.8492063492063492,0.9726027397260274,14040,42,4,1,0,Equilibrados / All-Around (3)
Cramorant,70,85,55,85,95,85,170,150,1.5178571428571428,1.1971830985915493,10500,0,2,3,0,Velocistas Ofensivos (1)
Arrokuda,41,63,40,40,30,66,103,70,1.5365853658536586,1.5714285714285714,2870,23,1,2,0,Equilibrados / All-Around (2)
Barraskewda,61,123,60,60,50,136,183,110,2.0163934426229506,2.193548387096774,6710,63,2,5,0,Velocistas Ofensivos (1)
Toxel,40,38,35,54,35,40,92,70,1.0555555555555556,0.975609756097561,2800,-16,1,2,0,Equilibrados / All-Around (2)
Toxtricity,75,98,70,114,70,75,212,140,1.380281690140845,0.9868421052631579,10500,-16,0,0,0,Equilibrados / All-Around (1)
Sizzlipede,50,65,45,50,50,45,115,95,1.4130434782608696,0.8823529411764706,4750,15,1,2,0,Equilibrados / All-Around (2)
Centiskorch,100,115,65,90,90,65,205,155,1.7424242424242424,0.6435643564356436,15500,25,2,0,0,Velocistas Ofensivos (1)
Clobbopus,50,68,60,50,50,32,118,110,1.1147540983606556,0.6274509803921569,5500,18,1,2,0,Equilibrados / All-Around (2)
Grapploct,80,118,90,70,80,42,188,170,1.2967032967032968,0.5185185185185185,13600,48,4,1,0,Equilibrados / All-Around (3)
Sinistea,40,45,45,74,54,50,119,99,0.9782608695652174,1.2195121951219512,3960,-29,1,2,0,Equilibrados / All-Around (2)
Polteageist,60,65,65,134,114,70,199,179,0.9848484848484849,1.1475409836065573,10740,-69,0,0,0,Equilibrados / All-Around (1)
Hatenna,42,30,45,56,53,39,86,98,0.6521739130434783,0.9069767441860465,4116,-26,1,2,0,Equilibrados / All-Around (2)
Hattrem,57,40,65,86,73,49,126,138,0.6060606060606061,0.8448275862068966,7866,-46,0,3,0,Equilibrados / All-Around (1)
Hatterene,57,90,95,136,103,29,226,198,0.9375,0.5,11286,-46,0,0,0,Equilibrados / All-Around (1)
Impidimp,45,45,30,55,40,50,100,70,1.4516129032258065,1.0869565217391304,3150,-10,1,2,0,Equilibrados / All-Around (2)
Morgrem,65,60,45,75,55,70,135,100,1.3043478260869565,1.0606060606060606,6500,-15,1,3,0,Equilibrados / All-Around (2)
Grimmsnarl,95,120,65,95,75,60,215,140,1.8181818181818181,0.625,13300,25,2,0,0,Velocistas Ofensivos (1)
Obstagoon,93,90,101,60,81,95,150,182,0.8823529411764706,1.0106382978723405,16926,30,4,1,0,Equilibrados / All-Around (3)
Perrserker,70,110,100,50,60,50,160,160,1.0891089108910892,0.704225352112676,11200,60,4,1,0,Equilibrados / All-Around (3)
Cursola,60,95,50,145,130,30,240,180,1.8627450980392157,0.4918032786885246,10800,-50,0,0,0,Equilibrados / All-Around (1)
Sirfetch'd,62,135,95,68,82,65,203,177,1.40625,1.0317460317460319,10974,67,2,1,0,Velocistas Ofensivos (1)
Mr. Rime,80,85,75,110,100,70,195,175,1.118421052631579,0.8641975308641975,14000,-25,0,0,0,Equilibrados / All-Around (1)
Runerigus,58,95,145,50,105,30,145,250,0.6506849315068494,0.5084745762711864,14500,45,4,1,0,Equilibrados / All-Around (3)
Milcery,45,40,40,50,61,34,90,101,0.975609756097561,0.7391304347826086,4545,-10,1,2,0,Equilibrados / All-Around (2)
Alcremie,65,60,75,110,121,64,170,196,0.7894736842105263,0.9696969696969697,12740,-50,0,0,0,Equilibrados / All-Around (1)
Falinks,65,100,100,70,60,75,170,160,0.9900990099009901,1.1363636363636365,10400,30,2,1,0,Velocistas Ofensivos (1)
Pincurchin,48,101,95,91,85,15,192,180,1.0520833333333333,0.30612244897959184,8640,10,4,1,0,Equilibrados / All-Around (3)
Snom,30,25,35,45,30,20,70,65,0.6944444444444444,0.6451612903225806,1950,-20,1,2,0,Equilibrados / All-Around (2)
Frosmoth,70,65,60,125,90,65,190,150,1.0655737704918034,0.9154929577464789,10500,-60,0,0,0,Equilibrados / All-Around (1)
Stonjourner,100,125,135,20,20,70,145,155,0.9191176470588235,0.693069306930693,15500,105,4,1,0,Equilibrados / All-Around (3)
Eiscue,75,80,110,65,90,50,145,200,0.7207207207207207,0.6578947368421053,15000,15,4,1,0,Equilibrados / All-Around (3)
Eiscue,75,80,70,65,50,130,145,120,1.1267605633802817,1.7105263157894737,9000,15,2,3,0,Velocistas Ofensivos (1)
Indeedee,60,65,55,105,95,95,170,150,1.1607142857142858,1.5573770491803278,9000,-40,0,0,0,Equilibrados / All-Around (1)
Indeedee,70,55,65,95,105,85,150,170,0.8333333333333334,1.1971830985915493,11900,-40,0,3,0,Equilibrados / All-Around (1)
Morpeko,58,95,58,70,58,97,165,116,1.6101694915254237,1.6440677966101696,6728,25,2,3,0,Velocistas Ofensivos (1)
Cufant,72,80,49,40,49,40,120,98,1.6,0.547945205479452,7056,40,1,2,0,Equilibrados / All-Around (2)
Copperajah,122,130,69,80,69,30,210,138,1.8571428571428572,0.24390243902439024,16836,50,2,1,0,Velocistas Ofensivos (1)
Dracozolt,90,100,90,80,70,75,180,160,1.098901098901099,0.8241758241758241,14400,20,2,1,0,Velocistas Ofensivos (1)
Arctozolt,90,100,90,90,80,55,190,170,1.098901098901099,0.6043956043956044,15300,10,4,0,0,Equilibrados / All-Around (3)
Dracovish,90,90,100,70,80,75,160,180,0.8910891089108911,0.8241758241758241,16200,20,4,1,0,Equilibrados / All-Around (3)
Arctovish,90,90,100,80,90,55,170,190,0.8910891089108911,0.6043956043956044,17100,10,4,1,0,Equilibrados / All-Around (3)
Duraludon,70,95,115,120,50,85,215,165,0.8189655172413793,1.1971830985915493,11550,-25,0,0,0,Equilibrados / All-Around (1)
Dreepy,28,60,30,40,30,82,100,60,1.935483870967742,2.8275862068965516,1680,20,1,2,0,Equilibrados / All-Around (2)
Drakloak,68,80,50,60,50,102,140,100,1.5686274509803921,1.4782608695652173,6800,20,2,3,0,Velocistas Ofensivos (1)
Dragapult,88,120,75,100,75,142,220,150,1.5789473684210527,1.595505617977528,13200,20,2,0,0,Velocistas Ofensivos (1)
Zacian,92,120,115,80,115,138,200,230,1.0344827586206897,1.4838709677419355,21160,40,5,1,0,Tanques
Zacian,92,150,115,80,115,148,230,230,1.293103448275862,1.5913978494623655,21160,70,5,1,0,Tanques
Zamazenta,92,120,140,80,140,128,200,280,0.851063829787234,1.3763440860215055,25760,40,5,0,0,Tanques
Eternatus,140,85,95,145,95,130,230,190,0.8854166666666666,0.9219858156028369,26600,-60,5,0,0,Tanques
Eternatus,255,115,250,125,250,130,240,500,0.4581673306772908,0.5078125,127500,-10,5,0,-1,Tanques
Kubfu,60,90,60,53,50,72,143,110,1.4754098360655739,1.180327868852459,6600,37,2,2,0,Velocistas Ofensivos (1)
Urshifu,100,130,100,63,60,97,193,160,1.2871287128712872,0.9603960396039604,16000,67,2,1,0,Velocistas Ofensivos (1)
Zarude,105,120,105,70,95,105,190,200,1.1320754716981132,0.9905660377358491,21000,50,4,1,0,Equilibrados / All-Around (3)
Regieleki,80,100,50,100,50,200,200,100,1.9607843137254901,2.4691358024691357,8000,0,2,5,-1,Velocistas Ofensivos (1)
Regidrago,200,100,50,100,50,80,200,100,1.9607843137254901,0.39800995024875624,20000,0,2,1,0,Velocistas Ofensivos (1)
Glastrier,100,145,130,65,110,30,210,240,1.1068702290076335,0.297029702970297,24000,80,4,1,0,Equilibrados / All-Around (3)
Spectrier,100,65,60,145,80,130,210,140,1.0655737704918034,1.2871287128712872,14000,-80,0,0,0,Equilibrados / All-Around (1)
Calyrex,100,80,80,80,80,80,160,160,0.9876543209876543,0.7920792079207921,16000,0,0,0,0,Equilibrados / All-Around (1)
Calyrex,100,165,150,85,130,50,250,280,1.0927152317880795,0.49504950495049505,28000,80,5,1,0,Tanques
Calyrex,100,85,80,165,100,150,250,180,1.0493827160493827,1.4851485148514851,18000,-80,0,0,0,Equilibrados / All-Around (1)
Wyrdeer,103,105,72,105,75,65,210,147,1.4383561643835616,0.625,15141,0,2,0,0,Velocistas Ofensivos (1)
Kleavor,70,135,95,45,70,85,180,165,1.40625,1.1971830985915493,11550,90,2,1,0,Velocistas Ofensivos (1)
Ursaluna,130,140,105,45,80,50,185,185,1.320754716981132,0.3816793893129771,24050,95,4,1,0,Equilibrados / All-Around (3)
Basculegion,120,112,65,80,75,78,192,140,1.696969696969697,0.6446280991735537,16800,32,2,0,0,Velocistas Ofensivos (1)
Basculegion,120,92,65,100,75,78,192,140,1.393939393939394,0.6446280991735537,16800,-8,0,0,0,Equilibrados / All-Around (1)
Sneasler,80,130,60,40,80,120,170,140,2.1311475409836067,1.4814814814814814,11200,90,2,5,0,Velocistas Ofensivos (1)
Overqwil,85,115,95,65,65,85,180,160,1.1979166666666667,0.9883720930232558,13600,50,2,1,0,Velocistas Ofensivos (1)
Enamorus,74,115,70,135,80,106,250,150,1.619718309859155,1.4133333333333333,11100,-20,0,0,0,Equilibrados / All-Around (1)
Enamorus,74,115,110,135,100,46,250,210,1.0360360360360361,0.6133333333333333,15540,-20,5,0,0,Tanques
Tauros,75,110,105,30,70,100,140,175,1.0377358490566038,1.3157894736842106,13125,80,2,1,0,Velocistas Ofensivos (1)
Ursaluna,113,70,120,135,65,52,205,185,0.5785123966942148,0.45614035087719296,20905,-65,0,0,0,Equilibrados / All-Around (1)
Sprigatito,40,61,54,45,45,65,106,99,1.1090909090909091,1.5853658536585367,3960,16,1,2,0,Equilibrados / All-Around (2)
Floragato,61,80,63,60,63,83,140,126,1.25,1.3387096774193548,7686,20,2,3,0,Velocistas Ofensivos (1)
Meowscarada,76,110,70,81,70,123,191,140,1.5492957746478873,1.5974025974025974,10640,29,2,3,0,Velocistas Ofensivos (1)
Fuecoco,67,45,59,63,40,36,108,99,0.75,0.5294117647058824,6633,-18,1,2,0,Equilibrados / All-Around (2)
Crocalor,81,55,78,90,58,49,145,136,0.6962025316455697,0.5975609756097561,11016,-35,0,3,0,Equilibrados / All-Around (1)
Skeledirge,104,75,100,110,75,66,185,175,0.7425742574257426,0.6285714285714286,18200,-35,0,0,0,Equilibrados / All-Around (1)
Quaxly,55,65,45,50,45,50,115,90,1.4130434782608696,0.8928571428571429,4950,15,1,2,0,Equilibrados / All-Around (2)
Quaxwell,70,85,65,65,60,65,150,125,1.2878787878787878,0.9154929577464789,8750,20,2,3,0,Velocistas Ofensivos (1)
Quaquaval,85,120,80,85,75,85,205,155,1.4814814814814814,0.9883720930232558,13175,35,2,0,0,Velocistas Ofensivos (1)
Lechonk,54,45,40,35,45,35,80,85,1.0975609756097562,0.6363636363636364,4590,10,1,2,0,Equilibrados / All-Around (2)
Oinkologne,110,100,75,59,80,65,159,155,1.3157894736842106,0.5855855855855856,17050,41,2,1,0,Velocistas Ofensivos (1)
Oinkologne,115,90,70,59,90,65,149,160,1.267605633802817,0.5603448275862069,18400,31,4,1,0,Equilibrados / All-Around (3)
Tarountula,35,41,45,29,40,20,70,85,0.8913043478260869,0.5555555555555556,2975,12,1,2,0,Equilibrados / All-Around (2)
Spidops,60,79,92,52,86,35,131,178,0.8494623655913979,0.5737704918032787,10680,27,4,1,0,Equilibrados / All-Around (3)
Nymble,33,46,40,21,25,45,67,65,1.1219512195121952,1.3235294117647058,2145,25,1,2,0,Equilibrados / All-Around (2)
Lokix,71,102,78,52,55,92,154,133,1.2911392405063291,1.2777777777777777,9443,50,2,1,0,Velocistas Ofensivos (1)
Pawmi,45,50,20,40,25,60,90,45,2.380952380952381,1.3043478260869565,2025,10,1,2,0,Equilibrados / All-Around (2)
Pawmo,60,75,40,50,40,85,125,80,1.829268292682927,1.3934426229508197,4800,25,1,3,0,Equilibrados / All-Around (2)
Pawmot,70,115,70,70,60,105,185,130,1.619718309859155,1.4788732394366197,9100,45,2,5,0,Velocistas Ofensivos (1)
Tandemaus,50,50,45,40,45,75,90,90,1.0869565217391304,1.4705882352941178,4500,10,1,2,0,Equilibrados / All-Around (2)
Maushold,74,75,70,65,75,111,140,145,1.056338028169014,1.48,10730,10,2,3,0,Velocistas Ofensivos (1)
Fidough,37,55,70,30,55,65,85,125,0.7746478873239436,1.7105263157894737,4625,25,1,2,0,Equilibrados / All-Around (2)
Dachsbun,57,80,115,50,80,95,130,195,0.6896551724137931,1.6379310344827587,11115,30,4,1,0,Equilibrados / All-Around (3)
Smoliv,41,35,45,58,51,30,93,96,0.7608695652173914,0.7142857142857143,3936,-23,1,2,0,Equilibrados / All-Around (2)
Dolliv,52,53,60,78,78,33,131,138,0.8688524590163934,0.6226415094339622,7176,-25,1,2,0,Equilibrados / All-Around (2)
Arboliva,78,69,90,125,109,39,194,199,0.7582417582417582,0.4936708860759494,15522,-56,0,0,0,Equilibrados / All-Around (1)
Squawkabilly,82,96,51,45,51,92,141,102,1.8461538461538463,1.108433734939759,8364,51,2,2,0,Velocistas Ofensivos (1)
Nacli,55,55,75,35,35,25,90,110,0.7236842105263158,0.44642857142857145,6050,20,1,2,0,Equilibrados / All-Around (2)
Naclstack,60,60,100,35,65,35,95,165,0.594059405940594,0.5737704918032787,9900,25,4,1,0,Equilibrados / All-Around (3)
Garganacl,100,100,130,45,90,35,145,220,0.7633587786259542,0.3465346534653465,22000,55,4,1,0,Equilibrados / All-Around (3)
Charcadet,40,50,40,50,40,35,100,80,1.2195121951219512,0.8536585365853658,3200,0,1,2,0,Equilibrados / All-Around (2)
Armarouge,85,60,100,125,80,75,185,180,0.594059405940594,0.872093023255814,15300,-65,0,0,0,Equilibrados / All-Around (1)
Ceruledge,75,125,80,60,100,85,185,180,1.5432098765432098,1.118421052631579,13500,65,2,1,0,Velocistas Ofensivos (1)
Tadbulb,61,31,41,59,35,45,90,76,0.7380952380952381,0.7258064516129032,4636,-28,1,2,0,Equilibrados / All-Around (2)
Bellibolt,109,64,91,103,83,45,167,174,0.6956521739130435,0.4090909090909091,18966,-39,0,0,0,Equilibrados / All-Around (1)
Wattrel,40,40,35,55,40,70,95,75,1.1111111111111112,1.7073170731707317,3000,-15,1,2,0,Equilibrados / All-Around (2)
Kilowattrel,70,70,60,105,60,125,175,120,1.1475409836065573,1.7605633802816902,8400,-35,0,3,0,Equilibrados / All-Around (1)
Maschiff,60,78,60,40,51,51,118,111,1.278688524590164,0.8360655737704918,6660,38,1,2,0,Equilibrados / All-Around (2)
Mabosstiff,80,120,90,60,70,85,180,160,1.3186813186813187,1.0493827160493827,12800,60,2,1,0,Velocistas Ofensivos (1)
Shroodle,40,65,35,40,35,75,105,70,1.8055555555555556,1.829268292682927,2800,25,1,2,0,Equilibrados / All-Around (2)
Grafaiai,63,95,65,80,72,110,175,137,1.4393939393939394,1.71875,8631,15,2,3,0,Velocistas Ofensivos (1)
Bramblin,40,65,30,45,35,60,110,65,2.096774193548387,1.4634146341463414,2600,20,1,2,0,Equilibrados / All-Around (2)
Brambleghast,55,115,70,80,70,90,195,140,1.619718309859155,1.6071428571428572,7700,35,2,5,0,Velocistas Ofensivos (1)
Klawf,70,100,115,35,55,75,135,170,0.8620689655172413,1.056338028169014,11900,65,4,1,0,Equilibrados / All-Around (3)
Capsakid,50,62,40,62,40,50,124,80,1.5121951219512195,0.9803921568627451,4000,0,1,2,0,Equilibrados / All-Around (2)
Scovillain,65,108,65,108,65,75,216,130,1.6363636363636365,1.1363636363636365,8450,0,2,0,0,Velocistas Ofensivos (1)
Rellor,41,50,60,31,58,30,81,118,0.819672131147541,0.7142857142857143,4838,19,1,2,0,Equilibrados / All-Around (2)
Rabsca,75,50,85,115,100,45,165,185,0.5813953488372093,0.5921052631578947,13875,-65,0,0,0,Equilibrados / All-Around (1)
Flittle,30,35,30,55,30,75,90,60,1.1290322580645162,2.4193548387096775,1800,-20,1,2,0,Equilibrados / All-Around (2)
